MAKE,MODEL,GRADE,CHASSIS NO,STOCK_ID,COLOUR,IMAGE_URL,ENGINE CC,MILEAGE,YEAR/MONTH,LOCATION,PRICE,FEATURES,YEAR,MAKE_MODEL
HONDA,STEPWGN,N/A,01726,01726,GREY,,1500,107358,201806.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, USB PORT, CUP HOLDER, TRACTION CONTROL, 5 DOOR, PUSH  TO START, 8 SEATER, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, FABRIC SEATS, POWER SLIDING PASSENGER DOOR",2018,HONDA STEPWGN
NISSAN,NV200,N/A,28708,28708,WHITE,,1600,196614,201808.0,NAIROBI,0,,2018,NISSAN NV200
TOYOTA,PROBOX,N/A,00108,00108,WHITE,,1500,79700,201804.0,MOMBASA,0,,2018,TOYOTA PROBOX
TOYOTA,HILUX,N/A,07648,07648,BLACK,,2400,85855,201901.0,NAIROBI,0,,2019,TOYOTA HILUX
TOYOTA,AXIO,N/A,91689,91689,BROWN,,1500,86114,201807.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, CUP HOLDER, RADIO, TRACTION CONTROL, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, FABRIC SEATS, ECO MODE, HYBRID, 4 DOORS, HEATED SEATS",2018,TOYOTA AXIO
TOYOTA,HIACE,N/A,00100,00100,SILVER,,2800,221434,201802.0,MOMBASA,0,"POWER DOOR LOCKS, POWER WINDOW, POWER STEERING, KEY START, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, FABRIC SEATS, VAN, PASSENGER SLIDING DOOR, MANUAL SEATS CONTROL, CLIMATE CONTROL SETTINGS, ACTIVE BRAKING SYSTEM, 2 POWER WINDOWS",2018,TOYOTA HIACE
TOYOTA,PREMIO,N/A,08968,08968,BLACK,,1800,18363,201801.0,MOMBASA,0,,2018,TOYOTA PREMIO
NISSAN,SYLPHY,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",32421,32421,PEARL,,1800,38875,201803.0,MOMBASA,0,,2018,NISSAN SYLPHY
LANDROVER,RANGE ROVER,"{'grade_uuid': 'a07ed516-4a88-4b9a-a73e-ce3daad041ad', 'grade': 'SPORTS'}",35330,35330,L.BLUE,,3000,113777,201906.0,NAIROBI,0,,2019,LANDROVER RANGE ROVER
TOYOTA,PRADO,N/A,84442,83367,BLACK,,2700,112906,201802.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, ROOF RAILS, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, POWER SUNROOF, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, USB PORT, CUP HOLDER, HEATED /COOLED SEATS, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, ABS CONTROL, LEATHER SEATS, DRIVER'S ARMREST WITH STORAGE, REVERSE CAMERA, 7 SEATER, REVERSE WARNING BUZZER",2018,TOYOTA PRADO
SUZUKI,WAGON R,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",24503,24503,PEARL,,660,92880,201810.0,NAIROBI,0,"POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, FOG LIGHTS, KEY START, ABS, 12V ADAPTOR, CUP HOLDER, DIGITAL DISPLAY, RADIO, TRACTION CONTROL, 5 SEATER, AC CHARGER ADAPTER, ELECTRIC REAR SPOILER, FABRIC SEATS, ECO MODE, EXHAUST BRAKE, EYESIGHT SENSORS, MANUAL SEATS CONTROL, ACTIVE BRAKING SYSTEM",2018,SUZUKI WAGON R
MITSUBISHI FUSO,CANTER,N/A,71990,71990,WHITE,,2990,327147,201809.0,MOMBASA,0,"POWER WINDOW, POWER STEERING, KEY START, RADIO, PICK UP BODY, DOUBLE REAR TYRE, ABS, FABRIC SEATS",2018,MITSUBISHI FUSO CANTER
MITSUBISHI FUSO,CANTER,N/A,71591,71591,WHITE,,3000,296979,201901.0,MOMBASA,0,,2019,MITSUBISHI FUSO CANTER
ISUZU,ELF,N/A,33921,33921,WHITE,,2990,427744,201806.0,,0,,2018,ISUZU ELF
NISSAN,NV200,N/A,27976,27976,WHITE,,1600,123674,201808.0,,0,,2018,NISSAN NV200
LANDROVER,DEFENDER,N/A,98717,98717,PEARL,,3000,23446,202306.0,NAIROBI,0,,2023,LANDROVER DEFENDER
TOYOTA,TANK,N/A,22508,22508,WINE,,1000,147308,201808.0,NAIROBI,0,,2018,TOYOTA TANK
TOYOTA,PROBOX,N/A,96950,96950,WHITE,,1500,103665,201803.0,MOMBASA,0,"12V ADAPTOR, 5 DOOR, 5 SEATER, CUP HOLDER, FABRIC SEATS, KEY START, MANUAL SEATS CONTROL, POWER SIDE MIRRORS, POWER STEERING, RADIO, POWER DOOR LOCKS, PRE CRASH DETECTION ASSIST, LANE DEPARTURE WARNING SYSTEM (LDWS), ABS, TRACTION CONTROL, 2ND ROW BENCH SEAT, 1 POWER WINDOW",2018,TOYOTA PROBOX
TOYOTA,SUCCEED,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",09806,09806,SILVER,,1500,26812,201808.0,KISUMU,0,"POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER STEERING, ABS, 12V ADAPTOR, 5 DOOR, 5 SEATER, AC CHARGER ADAPTER, FABRIC SEATS, 2ND ROW BENCH SEAT, 1 ZONE CLIMATE CONTROL, 1 POWER WINDOW",2018,TOYOTA SUCCEED
TOYOTA,VITZ,N/A,41748,10993,PURPLE,,1500,66028,201809.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, TRACTION CONTROL, PUSH  TO START, FABRIC SEATS, ECO MODE, HYBRID, 4 DOORS",2018,TOYOTA VITZ
TOYOTA,FIELDER,N/A,78215,78215,PEARL,,1500,114644,201802.0,NAIROBI,0,,2018,TOYOTA FIELDER
MAZDA,CX3,N/A,05417,05417,PEARL,,2000,113336,201803.0,KISUMU,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, DAYTIME RUNNING LED, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, CUP HOLDER, TRACTION CONTROL, 5 DOOR, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, FABRIC SEATS",2018,MAZDA CX3
SUBARU,FORESTER,N/A,18557,18557,PEARL,,2000,106771,201801.0,NAIROBI,0,,2018,SUBARU FORESTER
TOYOTA,HILUX,N/A,01369,01369,WHITE,,2400,49209,201801.0,MOMBASA,0,,2018,TOYOTA HILUX
TOYOTA,PROBOX,N/A,48925,48925,WHITE,,1500,134769,202009.0,MOMBASA,0,,2020,TOYOTA PROBOX
MERCEDEZ BENZ,GLE53,N/A,03333,03333,BLACK,,3000,79611,202110.0,NAIROBI,0,,2021,MERCEDEZ BENZ GLE53
MERCEDEZ BENZ,GLE400d,N/A,22652,22652,BLACK,,3000,60410,202001.0,,0,,2020,MERCEDEZ BENZ GLE400d
TOYOTA,TANK,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",26952,26952,BLUE,,1000,18182,201808.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, ABS, PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, TRACTION CONTROL, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, ABS CONTROL, FABRIC SEATS, POWER SLIDING PASSENGER DOOR, 4 DOORS, MANUAL SEATS CONTROL",2018,TOYOTA TANK
TOYOTA,VITZ,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",04891,04891,PEARL,,1000,120170,201812.0,KISUMU,0,,2018,TOYOTA VITZ
TOYOTA,FIELDER,N/A,07999,07999,WHITE,,1800,116711,201808.0,MOMBASA,0,"POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, CUP HOLDER, TRACTION CONTROL, 5 SEATER, FABRIC SEATS",2018,TOYOTA FIELDER
TOYOTA,PRADO,N/A,82270,82270,PEARL,,2700,102498,201801.0,,0,,2018,TOYOTA PRADO
TOYOTA,HARRIER,N/A,41414,41414,BLACK,,2000,22799,201801.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, ELECTRIC HANDBRAKE, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, CUP HOLDER, POWER PANORAMIC SUNROOF, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, DRIVER'S ARMREST WITH STORAGE, ECO MODE, HALF LEATHER SEATS",2018,TOYOTA HARRIER
TOYOTA,PREMIO,N/A,06914,06914,BLACK,,1500,97020,201804.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, POWER BOOT, FOG LIGHTS, DAYTIME RUNNING LED, KEY START, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, TRACTION CONTROL, 5 SEATER, MULTI FUNCTIONAL STEERING, FABRIC SEATS, XENON HEADLIGHTS, REVERSE CAMERA, 4 DOORS, REVERSE WARNING BUZZER",2018,TOYOTA PREMIO
MISTUBISHI,RVR,N/A,00774,00774,BLUE,,1800,69483,201902.0,,0,,2019,MISTUBISHI RVR
TOYOTA,HILUX,N/A,05567,05567,PEARL,,2400,58990,201809.0,,0,,2018,TOYOTA HILUX
TOYOTA,HARRIER,N/A,41050,41050,PEARL,,2000,67509,201803.0,,0,,2018,TOYOTA HARRIER
TOYOTA,HILUX,N/A,03385,03385,BLUE,,2400,38486,201804.0,,0,,2018,TOYOTA HILUX
MERCEDEZ BENZ,S560,N/A,04881,04881,BLUE,,4000,67571,201805.0,MOMBASA,0,,2018,MERCEDEZ BENZ S560
TOYOTA,PASSO,N/A,07875,07875,GREEN,,1000,41230,201803.0,NAIROBI,0,,2018,TOYOTA PASSO
TOYOTA,PROBOX,N/A,24711,24711,SILVER,,1500,79895,201906.0,MOMBASA,0,,2019,TOYOTA PROBOX
TOYOTA,CROWN,N/A,05745,05745,BLACK,,2500,130629,201808.0,,0,,2018,TOYOTA CROWN
MERCEDEZ BENZ,E220,N/A,63077,63077,GREY,,2000,105220,201809.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, POWER BOOT, DAYTIME RUNNING LED, POWER SEATS, POWER SUNROOF, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), SIDE MIRROR INDICATORS, MEMORY SEATS, CUP HOLDER, AMBIENT LIGHTING, MULTICOLOR AMBIENT LIGHTING, DIGITAL DISPLAY, TYRE PRESSURE MONITOR, TRACTION CONTROL, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, LEATHER SEATS, DOUBLE SUNROOF, 4 DOORS, HEATED SEATS, STEERING ASSIST",2018,MERCEDEZ BENZ E220
TOYOTA,HARRIER,N/A,73923,73923,BLACK,,2000,96431,201903.0,,0,,2019,TOYOTA HARRIER
TOYOTA,FIELDER,N/A,99626,99626,BLUE,,1500,100990,201811.0,MOMBASA,0,,2018,TOYOTA FIELDER
TOYOTA,ALLION,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",03771,03771,PEARL,,1500,18006,201803.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, FOG LIGHTS, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, RADIO, TRACTION CONTROL, 5 SEATER, MULTI FUNCTIONAL STEERING, FABRIC SEATS, DRIVER'S ARMREST WITH STORAGE, XENON HEADLIGHTS, ECO MODE, 4 DOORS, DIGITAL INFOTAINMENT SYSTEM, REAR SEAT ARMREST, 1 ZONE CLIMATE CONTROL, MANUAL SEATS CONTROL, CLIMATE CONTROL SETTINGS",2018,TOYOTA ALLION
MERCEDEZ BENZ,G350D,N/A,24974,24974,BLACK,,3000,33281,201909.0,,0,,2019,MERCEDEZ BENZ G350D
MAZDA,CX-8,N/A,12487,12487,BLACK,,2200,116616,201906.0,,0,,2019,MAZDA CX-8
TOYOTA,HARRIER,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",63220,63220,SILVER,,2500,79812,201902.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, POWER BOOT, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, ELECTRIC HANDBRAKE, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, CUP HOLDER, POWER PANORAMIC SUNROOF, HEATED /COOLED SEATS, TRACTION CONTROL, 5 DOOR, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, LEATHER SEATS, DRIVER'S ARMREST WITH STORAGE, ECO MODE, HYBRID",2019,TOYOTA HARRIER
ISUZU,FORWARD,N/A,44622,44622,WHITE,,5190,93478,201908.0,MOMBASA,0,,2019,ISUZU FORWARD
HONDA,VEZEL,N/A,72751,72751,PEARL,,1500,34788,201803.0,NAIROBI,0,,2018,HONDA VEZEL
HONDA,SHUTTLE,N/A,09463,09463,PEARL,,1500,111187,201901.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, POWER BOOT, FOG LIGHTS, DAYTIME RUNNING LED, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, EXHAUST VALVE CONTROLLER, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, RADIO, TRACTION CONTROL, 5 DOOR, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, ELECTRIC REAR SPOILER, FABRIC SEATS, DRIVER'S ARMREST WITH STORAGE, ECO MODE, REVERSE CAMERA, HYBRID, HALF LEATHER SEATS, EXHAUST BRAKE, STEERING ASSIST, EYESIGHT SENSORS, MANUAL SEATS CONTROL, MILES PER GALLON INDICATOR, ACTIVE BRAKING SYSTEM",2019,HONDA SHUTTLE
HONDA,GRACE,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",06780,06780,WHITE,,1500,73817,201809.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, DAYTIME RUNNING LED, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, SIDE MIRROR INDICATORS, 12V ADAPTOR, CUP HOLDER, RADIO, TRACTION CONTROL, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, FABRIC SEATS, ECO MODE, HYBRID, 4 DOORS, 5 SPEED MANUAL TRANSMISSION",2018,HONDA GRACE
NISSAN,NV200,N/A,36600,36600,WHITE,,1600,102262,201906.0,MOMBASA,0,,2019,NISSAN NV200
NISSAN,NV200,N/A,25874,25874,SILVER,,1600,206206,201806.0,NAIROBI,0,,2018,NISSAN NV200
SUBARU,SAMBAR,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",06387,06387,WHITE&BLUE,,660,0,201900.0,MOMBASA,0,,2019,SUBARU SAMBAR
TOYOTA,AXIO,N/A,22441,22441,PEARL,,1500,42793,201908.0,NAIROBI,0,,2019,TOYOTA AXIO
SUBARU,IMPREZA,"{'grade_uuid': 'a07ed516-501d-4ea7-9ca1-63fbee33902f', 'grade': 'XV'}",76892,76892,BLACK,,2000,138632,201808.0,,0,,2018,SUBARU IMPREZA
TOYOTA,HARRIER,N/A,08942,08942,BLACK,,2000,75300,201901.0,NAIROBI,0,,2019,TOYOTA HARRIER
AUDI,A4,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",59203,59203,PEARL,,2000,69447,201809.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, DAYTIME RUNNING LED, POWER SEATS, POWER SUNROOF, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, USB PORT, CUP HOLDER, LED HEADLIGHTS, TRACTION CONTROL, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, FULL DIGITAL CLUSTER METER, CRUISE CONTROL, 4 DOORS, HEATED SEATS, HALF LEATHER SEATS, HEADLIGHT WASHERS",2018,AUDI A4
TOYOTA,ESQUIRE,N/A,76115,76115,PEARL,,2000,112068,201802.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, CUP HOLDER, TRACTION CONTROL, 5 DOOR, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, LEATHER SEATS, POWER SLIDING PASSENGER DOOR, 7 SEATER, HEATED SEATS, REAR PASSENGER ENTERTAINMENT SCREEN",2018,TOYOTA ESQUIRE
TOYOTA,TANK,N/A,46772,46772,GOLD,,1000,113798,201907.0,MOMBASA,0,,2019,TOYOTA TANK
TOYOTA,HARRIER,N/A,63748,63748,BLACK,,2000,81271,201811.0,,0,,2018,TOYOTA HARRIER
MISTUBISHI,OUTLANDER,N/A,07533,07533,PEARL,,2000,97386,201807.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, MULTIMEDIA CENTRE CONSOLE, ALLOY RIMS, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, MULTILINGUAL CENTER CONSOLE, DRIVING MODE SELECTOR, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, 12V ADAPTOR, USB PORT, CUP HOLDER, HEATED STEERING WHEEL, LED HEADLIGHTS, TRACTION CONTROL, WIRELESS CHARGER, 5 DOOR, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, DRIVER'S ARMREST WITH STORAGE, ECO MODE, REVERSE CAMERA, HYBRID, MULTI CLIMATE CONTROL, HEATED SEATS, HALF LEATHER SEATS, REAR SEAT ARMREST, EYESIGHT SENSORS, PARKING SENSORS, ACTIVE BRAKING SYSTEM",2018,MISTUBISHI OUTLANDER
TOYOTA,TANK,N/A,36160,36160,BLUE,,1000,79085,201804.0,NAIROBI,0,,2018,TOYOTA TANK
TOYOTA,PRADO,N/A,96138,96138,BLACK,,2700,8506,201902.0,MOMBASA,0,,2019,TOYOTA PRADO
TOYOTA,FIELDER,N/A,77398,77398,SILVER,,1500,14470,201803.0,NAIROBI,0,,2018,TOYOTA FIELDER
TOYOTA,PROBOX,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",26228,26228,WHITE,,1500,54817,201906.0,NAIROBI,0,,2019,TOYOTA PROBOX
HONDA,FREED,N/A,16259,16259,PEARL,,1500,145244,201901.0,,0,,2019,HONDA FREED
NISSAN,NV200,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",35261,35261,WHITE,,1600,88746,201905.0,MOMBASA,0,,2019,NISSAN NV200
TOYOTA,LANDCRUSIER,N/A,72716,72716,BLACK,,3500,31053,202303.0,NAIROBI,0,,2023,TOYOTA LANDCRUSIER
TOYOTA,HILUX,N/A,01422,01422,BLACK,,2400,73868,201801.0,NAIROBI,0,,2018,TOYOTA HILUX
TOYOTA,CROWN,N/A,03208,03208,PEARL,,2500,3664,202311.0,MOMBASA,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, POWER BOOT, DAYTIME RUNNING LED, POWER SEATS, 360 DEGREES CAMERA, ELECTRIC HANDBRAKE, PADDLE SHIFTERS, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, 12V ADAPTOR, USB PORT, CUP HOLDER, POWER PANORAMIC SUNROOF, HEATED STEERING WHEEL, HEATED /COOLED SEATS, RADIO, LED HEADLIGHTS, TRACTION CONTROL, 5 SEATER, PUSH  TO START, MULTI FUNCTIONAL STEERING, FULL DIGITAL CLUSTER METER, CRUISE CONTROL, LEATHER SEATS, ECO MODE, HYBRID, 4 DOORS, EYESIGHT SENSORS, CLIMATE CONTROL SETTINGS, INTELLIGENT ENGINE START AND STOP SYSTEM, VOICE COMMAND MODE",2023,TOYOTA CROWN
NISSAN,NOTE,"{'grade_uuid': 'a07ed516-50d3-40a4-94cf-43c2b2eccc35', 'grade': 'NISMO'}",48222,48222,PEARL,,1200,75754,201802.0,KISUMU,0,,2018,NISSAN NOTE
LEXUS,RX450,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",01098,01098,PEARL,,3500,111961,201810.0,NAIROBI,0,"KEYLESS ENTRY / EXIT, POWER DOOR LOCKS, POWER SIDE MIRRORS, POWER WINDOW, POWER STEERING, ALLOY RIMS, POWER BOOT, FOG LIGHTS, DAYTIME RUNNING LED, POWER SEATS, POWER SUNROOF, ELECTRIC HANDBRAKE, ABS, LANE DEPARTURE WARNING SYSTEM (LDWS), PRE CRASH DETECTION ASSIST, PARKING SENSORS & CAMERAS, SIDE MIRROR INDICATORS, MEMORY SEATS, 12V ADAPTOR, USB PORT, CUP HOLDER, HEATED STEERING WHEEL, HEATED /COOLED SEATS, LED HEADLIGHTS, TRACTION CONTROL, 5 DOOR, 5 SEATER, LEXUS FLOOR CARPET, PUSH  TO START, MULTI FUNCTIONAL STEERING, CRUISE CONTROL, LEATHER SEATS, ECO MODE, HYBRID, DOUBLE SUNROOF",2018,LEXUS RX450
LANDROVER,DEFENDER,N/A,28627,28627,GREY,,3000,95300,202208.0,NAIROBI,0,,2022,LANDROVER DEFENDER
MERCEDEZ BENZ,S63,N/A,40555,40555,SILVER,,4000,77423,201803.0,NAIROBI,0,,2018,MERCEDEZ BENZ S63
TOYOTA,PASSO,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",22841,22841,BROWN,,1000,77463,201810.0,NAIROBI,0,,2018,TOYOTA PASSO
TOYOTA,PROBOX,N/A,06795,06795,BLACK,,1500,102143,201807.0,NAIROBI,0,,2018,TOYOTA PROBOX
TOYOTA,RAV4,N/A,07969,07969,BLACK,,2000,106422,201907.0,MOMBASA,0,,2019,TOYOTA RAV4
TOYOTA,SIENTA,N/A,73039,73039,YELLOW,,1500,105941,201810.0,KISUMU,0,,2018,TOYOTA SIENTA
TOYOTA,NOAH,N/A,03037,03037,PEARL,,2000,129313,201806.0,,0,,2018,TOYOTA NOAH
SUZUKI,SWIFT,"{'grade_uuid': 'dd9a195b-cf75-4220-8d12-92ae589cad59', 'grade': 'Moda'}",06591,06591,YELLOW,,1400,123539,201804.0,NAIROBI,0,,2018,SUZUKI SWIFT
NISSAN,VANETTE,N/A,28241,28241,SILVER,,1500,158068,201800.0,KISUMU,0,,2018,NISSAN VANETTE
NISSAN,MARCH,N/A,82449,82449,SILVER,,1200,77140,201902.0,NAIROBI,0,,2019,NISSAN MARCH
KAWASAKI,ULTRA300LX,N/A,0J213,0j213,GOLD,,1500,67,201800.0,MOMBASA,0,,2018,KAWASAKI ULTRA300LX
MITSUBISHI FUSO,CANTER,N/A,72554,72554,ORANGE,,3000,128568,201908.0,MOMBASA,0,,2019,MITSUBISHI FUSO CANTER
PORSCHE,CAYENNE,N/A,05391,05391,BLACK,,2990,76905,201809.0,NAIROBI,0,,2018,PORSCHE CAYENNE
TOYOTA,PROBOX,N/A,08939,08939,SILVER,,1500,118948,201807.0,NAIROBI,0,,2018,TOYOTA PROBOX
SUZUKI,WAGON R,N/A,15107,15107,BLACK,,660,93600,201805.0,NAIROBI,0,,2018,SUZUKI WAGON R
TOYOTA,VOXY,N/A,00460,00460,PEARL,,2000,123161,201805.0,MOMBASA,0,,2018,TOYOTA VOXY
SUBARU,FORESTER,N/A,20767,20767,BLACK,,2500,128174,201906.0,MOMBASA,0,,2019,SUBARU FORESTER
TOYOTA,HARRIER,N/A,58003,58003,BLACK,,2500,106870,201805.0,NAIROBI,0,,2018,TOYOTA HARRIER
